fecha,logoficial,macri,shock2008,shock2013,shock2014,shock2015,shock2018,shock2019,logblue,inflacion,loginflacion,inf_grafico,badlar_media,logbadlar,emae,logemae,emae_des,logemaedes,emae_suav,logemaesuav,pib_desest_pesos_2004,logpbipesos_d2004,pib_pesos_2004,logpbipesos_2004,indice_mat_prim,logmat_prim,sturze,macri,cristina,nestor,m1_total,logm1,m2_total,logm2
3/31/2014,2.070863186,0,0,0,0,0,0,0,2.383909031,652.39,6.480642543,2.940642543,26.23611111,3.267136748,144.5,4.973541259,145.5,4.980176087,145.3,4.978984342,707568.77,13.46959011,671066.0466,13.41662284,168.63,5.127705623,0,0,1,0,446702895,19.91740427,608342961,20.22624936
4/30/2014,2.079441542,0,0,0,0,0,0,0,2.348363206,665.85,6.50106442,2.96106442,26.28289474,3.268918337,152.3,5.026124288,145.1,4.97742316,144.9,4.975741905,,,,,170.11,5.136419027,0,0,1,0,433974950,19.88849737,598134637,20.20932643
5/31/2014,2.08473998,0,0,0,0,0,0,0,2.409419522,682.84,6.526260572,2.986260572,24.684375,3.206170452,164.2,5.101104953,145.4,4.979488565,144.5,4.973019991,,,,,168.07,5.124385198,0,0,1,0,454664023,19.93506929,627588827,20.25739578
6/30/2014,2.094884188,0,0,0,0,0,0,0,2.466403178,695.13,6.544098878,3.004098878,23.08125,3.1390206,153.8,5.03567597,144.6,4.97397131,144.2,4.971008685,703292.45,13.46352809,760576.8683,13.54183246,168.35,5.126052929,0,0,1,0,484033939,19.99766558,683516176,20.34276088
7/31/2014,2.099244169,0,0,0,0,0,0,0,2.502627492,708.81,6.563587508,3.023587508,22.01420455,3.091687906,145.4,4.979645456,144.1,4.970507503,144,4.969876183,,,,,164.8,5.10471831,0,0,1,0,488898742,20.00766595,681903587,20.34039884
8/31/2014,2.118121243,0,0,0,0,0,0,0,2.58554551,726.63,6.588417407,3.048417407,21.19375,3.053706327,140.1,4.942394311,143.4,4.965637928,144,4.969746974,,,,,159.25,5.0704987,0,0,1,0,501205800,20.03252735,693864848,20.35778776
9/30/2014,2.130393869,0,0,0,0,0,0,0,2.691027343,749.11,6.618885835,3.078885835,20.30397727,3.010816791,141.7,4.953844341,143.5,4.966335035,144.1,4.970681925,697239.82,13.4548847,690879.7983,13.44572113,154.17,5.038042385,0,0,1,0,511352419,20.05256958,709707201,20.38036305
10/31/2014,2.13776405,0,0,0,0,0,0,0,2.689978802,758.51,6.631355983,3.091355983,20.00852273,2.996158319,143.3,4.965284989,143.7,4.967727793,144.4,4.972674985,,,,,145.77,4.981998361,0,0,1,0,528648112,20.08583357,730224477,20.40886255
11/30/2014,2.141698817,0,0,0,0,0,0,0,2.590214533,769.64,6.645922873,3.105922873,19.80208333,2.985787151,140.9,4.947891406,144.8,4.97535348,144.8,4.975620389,,,,,139.12,4.935328708,0,0,1,0,568028488,20.15768213,769254687,20.46093267
12/31/2014,2.145685023,0,0,0,0,0,0,0,2.5677659,780.99,6.660562346,3.120562346,20.00986842,2.996225573,140.4,4.944751426,144.9,4.976043849,145.4,4.979341266,701123.14,13.46043882,686701.4706,13.43965494,125.93,4.835704253,0,0,1,0,640869923,20.27833707,859920572,20.57235058
1/31/2015,2.15203902,0,0,0,0,0,0,0,2.612517774,792.74,6.675495299,3.135495299,20.23214286,3.00727257,134,4.897826285,144.2,4.971201225,146,4.983594676,,,,,113.97,4.735977007,0,0,1,0,571239792,20.16331963,792235389,20.49036911
2/28/2015,2.161661365,0,0,0,0,0,0,0,2.572315324,808.61,6.695316724,3.155316724,20.66319444,3.028354071,132.6,4.887547365,148,4.997212274,146.7,4.988072707,,,,,117.2,4.763872337,0,0,1,0,566743657,20.15541766,793761474,20.49229356
3/31/2015,2.172362506,0,0,0,0,0,0,0,2.54854633,825.24,6.715674253,3.175674253,20.903125,3.039898669,149.4,5.006687599,147.7,4.99518319,147.3,4.992451915,711412.58,13.47500783,672749.8114,13.41912879,113.25,4.729582281,0,0,1,0,589215338,20.19430227,818418551,20.52288444
4/30/2015,2.18216734,0,0,0,0,0,0,0,2.531750477,840.29,6.73374707,3.19374707,20.815625,3.035703907,157.5,5.059327673,149.7,5.008633291,147.9,4.996427056,,,,,114.58,4.741276533,0,0,1,0,587113554,20.19072881,824229814,20.52995995
5/31/2015,2.191477098,0,0,0,0,0,0,0,2.531982731,856.74,6.753134489,3.213134489,20.25986842,3.008642004,168.9,5.129224527,149.8,5.009301071,148.4,4.999713695,,,,,118.12,4.771695702,0,0,1,0,609680958,20.22844636,852490407,20.56367251
6/30/2015,2.201910551,0,0,0,0,0,0,0,2.555781588,866.25,6.764173551,3.224173551,20.47727273,3.019315624,162.9,5.093366017,150.8,5.015954456,148.7,5.002085665,727819.79,13.49780876,791235.9655,13.58135152,115.74,4.751369135,0,0,1,0,641544749,20.2793895,916686267,20.63627584
7/31/2015,2.212909012,0,0,0,0,0,0,0,2.6496825,886.21,6.786953943,3.246953943,20.74431818,3.032272387,151.8,5.022858923,150.5,5.013963084,148.9,5.003392831,,,,,109.33,4.694348323,0,0,1,0,661785556,20.31045213,932453521,20.65332986
8/31/2015,2.223920602,0,0,0,0,0,0,0,2.71875932,903.18,6.805921869,3.265921869,20.978125,3.043480228,146.5,4.986786951,150.3,5.012633297,148.9,5.003580959,,,,,102.35,4.628443839,0,0,1,0,670814002,20.32400246,942087259,20.66360846
9/30/2015,2.236979336,0,0,0,0,0,0,0,2.752357025,925.23,6.830042355,3.290042355,21.18465909,3.053277292,145.9,4.982800295,149,5.003946306,148.8,5.002662633,727487.23,13.49735173,718281.2654,13.48461651,101.88,4.62381358,0,0,1,0,685517867,20.34568512,953303234,20.6754436
10/31/2015,2.250238613,1,0,0,0,0,0,0,2.759663286,938.03,6.843781931,3.303781931,21.60119048,3.072748428,147,4.990744621,149.2,5.005287688,148.5,5.000734938,,,,,102.04,4.625372001,0,0,1,0,701778831,20.36912886,983418653,20.70654548
11/30/2015,2.264555249,0,0,0,0,0,0,0,2.713282105,964.96,6.87208665,3.33208665,23.42763158,3.153916162,146.2,4.984808511,148.4,4.999911331,148.1,4.997973514,,,,,96.01,4.564445302,0,0,1,0,765370263,20.45587028,1047339173,20.76951866
12/31/2015,2.436197732,0,0,0,0,0,0,0,2.665281869,1027.54,6.934922875,3.394922875,27.34375,3.308487984,141.9,4.95541936,147.1,4.991112628,147.6,4.994592262,719228.98,13.48593505,703681.5442,13.46408118,90.57,4.506154826,0,0,1,0,804666231,20.50593813,1133787379,20.84882953
1/31/2016,2.614142371,0,0,0,0,0,0,0,2.651515122,1070.62,6.975993199,3.435993199,26.3125,3.270044111,134.7,4.903394867,147.8,4.995860009,147.1,4.990832115,,,,,85.27,4.445860043,1,1,0,0,772893467,20.46565178,1107137065,20.8250433
2/29/2016,2.695586891,0,0,0,0,0,0,0,2.695942105,1099.66,7.00275632,3.46275632,26.22368421,3.26666298,134.2,4.899572336,146.9,4.989752083,146.5,4.986950117,,,,,87.02,4.466081539,1,1,0,0,751931178,20.43815536,1089020023,20.80854407
3/31/2016,2.705539114,0,0,0,0,1,0,0,2.73145666,1132.39,7.032085722,3.492085722,29.73511905,3.392328807,150.1,5.011221084,146.1,4.984291319,145.9,4.983226534,712816.33,13.47697907,677652.0891,13.42638929,93.6,4.538994664,1,1,0,0,730678497,20.40948411,1072299198,20.79307096
4/30/2016,2.667889364,0,0,0,0,0,0,0,2.687523503,1170.83,7.065468178,3.525468178,30.69642857,3.424146315,153.3,5.032074975,144.8,4.97535348,145.5,4.979912322,,,,,96.93,4.573967847,1,1,0,0,710548655,20.38154798,1055300507,20.7770914
5/31/2016,2.648771895,0,0,0,0,0,0,0,2.669655813,1219.86,7.106491377,3.566491377,30.96428571,3.432834466,163.5,5.096896217,144.5,4.973279508,145.1,4.97720748,,,,,100.83,4.613458624,1,1,0,0,735639633,20.41625093,1085692703,20.80548406
6/30/2016,2.649078379,0,0,0,0,0,0,0,2.664342101,1237.74,7.121042415,3.581042415,28.946875,3.365462253,153.7,5.034756005,144.3,4.971894466,144.8,4.975268768,701217.91,13.46057397,760703.2802,13.54199865,103.52,4.639717089,1,1,0,0,753913656,20.4407884,1172426480,20.88234135
7/31/2016,2.702032129,0,0,0,0,0,0,0,2.710846288,1265.75,7.143420111,3.603420111,26.01875,3.258817432,143.7,4.9679442,144.5,4.973279508,144.6,4.974180771,,,,,102.79,4.632731539,1,1,0,0,754947128,20.44215828,1182033151,20.8905018
8/31/2016,2.697969255,0,0,0,0,0,0,0,2.721474837,1273.8,7.149759838,3.609759838,24.84375,3.212606212,143.7,4.967547559,145.7,4.981549713,144.6,4.97398893,,,,,103.16,4.636244753,1,1,0,0,781683398,20.47696035,1195333958,20.90169145
9/30/2016,2.714815146,0,0,0,0,0,0,0,2.730315628,1295.28,7.166482167,3.626482167,23.05397727,3.137838304,142,4.955881545,145,4.976733742,144.7,4.974711082,703848.75,13.46431877,694382.4758,13.45077821,103.18,4.636469606,1,1,0,0,777677703,20.47182273,1211728942,20.91531405
10/31/2016,2.720044646,0,0,0,0,0,0,0,2.733522997,1321.6,7.186598403,3.646598403,22.090625,3.09515331,141.1,4.949730081,145,4.976733742,144.9,4.976310262,,,,,106.72,4.670212362,1,1,0,0,803317872,20.50426105,1388536436,21.05151611
11/30/2016,2.730463796,0,0,0,0,0,0,0,2.741300747,1339.02,7.199693282,3.659693282,21.09821429,3.049188406,144.9,4.976308277,145.7,4.981549713,145.3,4.978691264,,,,,105.53,4.658953949,1,1,0,0,854978645,20.56658705,1442210299,21.0894427
12/31/2016,2.761843701,0,0,0,0,0,0,0,2.794931014,1350.48,7.208215364,3.668215364,20.028125,2.997137536,142.6,4.959974397,147.1,4.991112628,145.7,4.981756974,708028.4,13.47023949,693173.5493,13.44903568,111.46,4.713697969,1,1,0,0,1033907652,20.7566113,1662509156,21.23159384
1/31/2017,2.766719258,0,0,0,0,0,0,0,2.812601298,1366.86,7.220271417,3.680271417,19.76704545,2.98401618,136.6,4.917296007,147.2,4.991792206,146.3,4.985383492,,,,,115.7,4.751042723,1,1,0,0,978752865,20.70178973,1695975163,21.25152373
2/28/2017,2.747235301,0,0,0,0,0,0,0,2.786724452,1390.12,7.237145353,3.697145353,20.0625,2.998852401,132.2,4.884002083,146.8,4.989071116,146.9,4.989430385,,,,,116.33,4.756443537,1,1,0,0,921005975,20.64097708,1656097239,21.22772961
3/31/2017,2.742451628,0,0,0,0,0,0,0,2.763943505,1433.32,7.267748711,3.727748711,19.5,2.970414466,152.6,5.027957453,147.7,4.99518319,147.5,4.993760158,714227.72,13.47895713,681444.7661,13.43197048,110.84,4.708107828,1,1,0,0,938873211,20.660191,1703723593,21.25608204
4/30/2017,2.731730558,0,0,0,0,0,0,0,2.755039804,1467.76,7.291492708,3.751492708,19.24652778,2.957330669,151.9,5.023527464,147.7,4.99518319,148.1,4.998215796,,,,,111.11,4.710545821,1,1,0,0,947163832,20.66898264,1627857655,21.21053067
5/31/2017,2.753569716,0,0,0,0,0,0,0,2.766453871,1492.43,7.308160943,3.768160943,19.63392857,2.977259119,168.4,5.126278023,148.5,5.000584958,148.8,5.00261012,,,,,108.93,4.690684139,1,1,0,0,951432772,20.67347959,1620754611,21.20615769
6/30/2017,2.779883479,0,0,0,0,0,0,0,2.791982769,1507.73,7.318360487,3.778360487,19.80952381,2.986162823,161,5.081625989,150.2,5.011967739,149.4,5.006733044,721980.31,13.48975314,778401.6764,13.56499796,105.68,4.660370606,1,1,0,0,999360105,20.72262574,1722096246,21.26680813
7/31/2017,2.84308047,0,0,0,0,0,0,0,2.860239776,1530.15,7.333121049,3.793121049,20.16071429,3.003735874,150.3,5.01267355,150.4,5.013298412,150,5.010357083,,,,,108.23,4.684244084,1,1,0,0,1016722773,20.73985032,1793991882,21.30770908
8/31/2017,2.857384104,0,0,0,0,0,0,0,2.894630354,1552.09,7.347357689,3.807357689,20.80681818,3.03528073,149.3,5.005658549,150.5,5.013963084,150.4,5.013247387,,,,,111.04,4.709928688,1,1,0,0,1038542103,20.76108374,1841197360,21.33368194
9/30/2017,2.847674108,0,0,0,0,0,0,0,2.876251369,1580.79,7.365680001,3.825680001,21.32738095,3.059991738,146.4,4.986250792,151.2,5.018603464,150.7,5.015173237,731120.05,13.50233296,721120.4269,13.48856143,114.09,4.73701798,1,1,0,0,1051650824,20.77362698,1838934911,21.33245239
10/31/2017,2.859503368,0,0,0,0,0,0,0,2.877766185,1606.59,7.381869199,3.841869199,21.64583333,3.07481298,149.4,5.006533223,151.7,5.021904886,150.8,5.015953965,,,,,115.56,4.749813249,1,1,0,0,1062769092,20.78414369,1831249088,21.32826413
11/30/2017,2.861743634,0,0,0,0,0,0,0,2.882199567,1630.3,7.396519326,3.856519326,22.59375,3.117673319,151.9,5.023393842,152.5,5.027164596,150.7,5.015437772,,,,,120.5,4.791651985,1,1,0,0,1083398634,20.80336882,1890725419,21.36022641
12/31/2017,2.873594375,0,0,0,0,0,0,0,2.8956502,1678.94,7.425917921,3.885917921,23.27302632,3.147295021,146.8,4.988957928,152.3,5.02585226,150.4,5.01354829,738231.71,13.51201303,724592.9216,13.49336529,121.99,4.803957762,1,1,0,0,1243333674,20.94106206,2151280144,21.48932892
1/31/2018,2.945992795,0,0,0,0,0,1,0,2.968594629,1703.2,7.440264114,3.900264114,22.96590909,3.134010903,142.7,4.961031187,151.1,5.017941869,150,5.010320001,,,,,128.46,4.855630571,1,1,0,0,1182166566,20.89061466,2148215894,21.48790352
2/28/2018,2.987784104,0,0,0,0,0,0,0,2.991529008,1745.32,7.464693199,3.924693199,22.78125,3.125937829,138.8,4.933164013,152.2,5.025195445,149.3,5.00589016,,,,,126.35,4.839048325,1,1,0,0,1165235571,20.87618911,2065181338,21.44848387
3/31/2018,3.007512612,0,0,0,0,0,0,0,3.022568928,1794.98,7.492749159,3.952749159,22.8125,3.127308631,155.9,5.04894097,151.5,5.020585625,148.5,5.00049378,735527.66,13.50834343,707324.2681,13.46924449,126.12,4.837206896,1,1,0,0,1188402410,20.89587573,2108449846,21.46921884
4/30/2018,3.007426783,0,0,0,0,0,0,0,3.019037532,1839.78,7.517401278,3.977401278,22.81578947,3.127452817,151.5,5.020747618,146.7,4.988389685,147.6,4.994416093,,,,,128.08,4.852683636,1,1,0,0,1177996024,20.88708055,2106169781,21.46813687
5/31/2018,3.164208424,0,0,0,0,0,0,0,3.18819077,1886.48,7.542467938,4.002467938,28.28571429,3.342356882,159.6,5.072461969,144.5,4.973279508,146.6,4.988002014,,,,,132.84,4.889115336,1,1,0,0,1269564595,20.96193984,2269704629,21.54291554
6/30/2018,3.278426929,0,0,0,0,0,0,0,3.294817828,1963.53,7.582499153,4.042499153,30.565625,3.419876011,151.1,5.018112359,143.2,4.964242255,145.7,4.98162316,702460.92,13.46234504,747428.3,13.52439366,131.65,4.880117443,0,1,0,0,1339710929,21.0157197,2532953769,21.65265196
7/31/2018,3.318729779,0,0,0,0,0,0,0,3.340992315,2034.03,7.617774326,4.077774326,34.52083333,3.541563006,146,4.983356758,143.7,4.967727793,144.8,4.975629922,,,,,129.84,4.866310222,0,1,0,0,1216754212,20.91945267,2349060424,21.57728127
8/31/2018,3.405355392,0,0,0,0,0,0,0,3.416160629,2102.36,7.650815802,4.110815802,35.16761364,3.560125592,146.8,4.988839209,146.6,4.987707789,144.1,4.970361402,,,,,127.5,4.848122957,0,1,0,0,1378120908,21.04398675,2753135551,21.7360063
9/30/2018,3.653006132,0,0,0,0,0,0,0,3.646884897,2264.68,7.725188748,4.185188748,41.85625,3.734241129,137.7,4.925415545,143.2,4.964242255,143.5,4.966068663,700764.4,13.45992702,696101.5835,13.45325088,131.72,4.880680817,0,1,0,0,1278433713,20.9689015,2723314659,21.7251156
10/31/2018,3.614168153,0,0,0,0,0,0,0,3.606300389,2382.64,7.775964396,4.235964396,50.49147727,3.921804555,142.8,4.961748057,143.6,4.967031657,143,4.962884864,,,,,132.82,4.888976316,0,1,0,0,1215038867,20.9180419,2517914035,21.64669663
11/30/2018,3.596230205,0,0,0,0,0,0,0,3.570362597,2466.45,7.810535149,4.270535149,51.36513158,3.938959568,140.6,4.945864976,141.7,4.953712147,142.7,4.960841102,,,,,121.45,4.799541741,1,0,0,0,1261828272,20.95582752,2641511713,21.69461721
12/31/2018,3.63456992,0,0,0,0,0,0,0,3.616980579,2517.89,7.831176528,4.291176528,48.63541667,3.884352004,136.3,4.914503294,141.9,4.955122584,142.6,4.959865651,690756.79,13.44554307,678655.6204,13.42786909,115.9,4.752729148,1,0,0,0,1514752312,21.13851777,3023177908,21.8295744
1/31/2019,3.621877295,0,0,0,0,0,0,0,3.638930949,2609.62,7.866959896,4.326959896,45.8125,3.82455698,134.5,4.901833604,141.7,4.953712147,142.6,4.959776452,,,,,117.02,4.762335808,1,0,0,0,1271715976,20.96363299,2698304021,21.71588927
2/28/2019,3.648317842,0,0,0,0,0,0,0,3.631713687,2708.13,7.904013639,4.364013639,37.584375,3.626588406,132.3,4.884829325,143.7,4.967727793,142.6,4.960317288,,,,,118.74,4.776971924,1,0,0,0,1287705765,20.976128,2750723026,21.73512963
3/31/2019,3.722390579,0,0,0,0,0,0,0,3.713122672,2835.66,7.950029993,4.410029993,41.67434211,3.729885642,145,4.976480296,141.8,4.954417614,142.8,4.961190877,691027.68,13.44593516,665848.7153,13.40881777,119.36,4.782180226,1,0,0,0,1310111128,20.9933778,3001087777,21.82224065
4/30/2019,3.766595571,0,0,0,0,0,0,0,3.778425445,2933.41,7.983920848,4.443920848,48.70723684,3.885827619,149.9,5.010076614,142.6,4.960043508,142.9,4.962074512,,,,,122.78,4.810393981,1,0,0,0,1329227530,21.00786381,3061609658,21.84220665
5/31/2019,3.80519677,0,0,0,0,0,0,0,3.815712325,3035.33,8.018075429,4.478075429,52.58806818,3.962489253,164.1,5.100693519,144.6,4.97397131,143,4.962676493,,,,,119.64,4.784485682,1,0,0,0,1333795569,21.01129453,3125562432,21.86288008
6/30/2019,3.779405481,0,0,0,0,0,0,1,3.79128561,3104.39,8.040572518,4.500572518,50.89583333,3.92978106,150.9,5.016345438,144,4.9698133,143,4.962748135,697071.59,13.4546434,751784.4608,13.53020494,114.87,4.743775074,1,0,0,0,1362244129,21.03239927,3112908290,21.85882327
7/31/2019,3.750567936,0,0,0,0,0,0,0,3.766611803,3151.61,8.055668712,4.515668712,48.625,3.884137802,146.8,4.98891463,145.9,4.982921456,142.9,4.962073842,,,,,117.38,4.765374842,1,0,0,0,1439898164,21.08783823,3220059632,21.89266572
8/31/2019,3.965139399,0,0,0,0,0,0,0,3.978078233,3302.07,8.102304824,4.562304824,55.44345238,4.015363625,141.3,4.95072204,144.9,4.976043849,142.7,4.960512922,,,,,112.04,4.718855981,1,0,0,0,1556578497,21.16575598,3436626383,21.95775612
9/30/2019,4.03427435,0,0,0,0,0,0,0,4.081263343,3506.25,8.162302369,4.622302369,59.95238095,4.093550596,134.9,4.904363745,140.7,4.946629964,142.3,4.958007904,697614.76,13.4554223,683900.8986,13.4355683,114.07,4.736844515,1,0,0,0,1565019133,21.17116389,3183059267,21.8811086
10/31/2019,4.069547209,0,0,0,0,0,0,0,4.161011499,3610.36,8.191562769,4.651562769,55.12215909,4.009551797,141.6,4.953283944,143.9,4.969118614,141.8,4.954584748,,,,,112.65,4.724305179,1,0,0,0,1578484882,21.17973129,3110674764,21.85810551
11/30/2019,4.089975382,0,0,0,0,0,0,0,4.178226046,3784.74,8.238732471,4.698732471,45.98684211,3.828355314,137.8,4.925598909,140.9,4.948050419,141.2,4.95035427,,,,,116.43,4.7572679,1,0,0,0,1695946438,21.25150679,3220646053,21.89284781
